date,open,high,low,close,volume,source,price
2021-04-01,2473.393310546875,2792.90869140625,2468.568359375,2789.9951171875,347715.0,yahoo_10_years,2789.9951171875
2021-04-02,2788.738525390625,3064.91064453125,2606.32080078125,2970.61767578125,256373.0,yahoo_10_years,2970.61767578125
2021-04-03,2975.386962890625,3883.57373046875,2975.386962890625,3736.81201171875,225905.0,yahoo_10_years,3736.81201171875
2021-04-04,3735.852294921875,3986.6357421875,3674.7587890625,3856.794921875,284465.0,yahoo_10_years,3856.794921875
2021-04-05,3855.078125,4607.99365234375,3661.684814453125,4560.31201171875,280140.0,yahoo_10_years,4560.31201171875
2021-04-06,4562.38037109375,4762.15966796875,3610.233154296875,3794.2666015625,383390.0,yahoo_10_years,3794.2666015625
2021-04-07,3795.18310546875,3925.46630859375,2483.16357421875,2521.51806640625,106375.0,yahoo_10_years,2521.51806640625
2021-04-08,2520.899169921875,3396.895751953125,2511.265380859375,3366.95654296875,254409.0,yahoo_10_years,3366.95654296875
2021-04-09,3365.772216796875,3861.253662109375,3313.310302734375,3817.07763671875,112597.0,yahoo_10_years,3817.07763671875
2021-04-10,3820.781005859375,3898.73486328125,3347.166015625,3693.642822265625,149818.0,yahoo_10_years,3693.642822265625
2021-04-11,3695.91357421875,3800.239013671875,3630.625732421875,3789.676025390625,539371.0,yahoo_10_years,3789.676025390625
2021-04-12,3790.9677734375,4401.16455078125,3406.339111328125,4301.97119140625,63819.0,yahoo_10_years,4301.97119140625
2021-04-13,4302.19873046875,4313.58740234375,3781.578857421875,3788.347900390625,69145.0,yahoo_10_years,3788.347900390625
2021-04-14,3786.22412109375,3839.28125,3235.408935546875,3595.22119140625,94475.0,yahoo_10_years,3595.22119140625
2021-04-15,3602.5478515625,3801.638916015625,3551.4697265625,3558.854736328125,34112.0,yahoo_10_years,3558.854736328125
2021-04-16,3558.00634765625,4064.327880859375,3400.208984375,3960.962158203125,56061.0,yahoo_10_years,3960.962158203125
2021-04-17,3959.69287109375,4028.49072265625,3564.55078125,3568.735595703125,133417.0,yahoo_10_years,3568.735595703125
2021-04-18,3563.70849609375,3589.878662109375,2806.717041015625,2882.791748046875,129323.0,yahoo_10_years,2882.791748046875
2021-04-19,2883.555908203125,3077.560791015625,2608.41748046875,3070.34814453125,78991.0,yahoo_10_years,3070.34814453125
2021-04-20,3071.986328125,3082.0634765625,2674.5078125,2852.023193359375,34902.0,yahoo_10_years,2852.023193359375
2021-04-21,2853.122314453125,3056.79833984375,2447.64794921875,2575.259033203125,108235.0,yahoo_10_years,2575.259033203125
2021-04-22,2574.37353515625,2628.510009765625,1992.0517578125,2070.69287109375,152163.0,yahoo_10_years,2070.69287109375
2021-04-23,2070.409423828125,2109.9638671875,1750.4239501953125,1987.73291015625,50708.0,yahoo_10_years,1987.73291015625
2021-04-24,1988.833740234375,2111.710693359375,1767.5150146484375,1785.586181640625,54345.0,yahoo_10_years,1785.586181640625
2021-04-25,1785.3250732421875,1919.466552734375,1739.697265625,1899.392822265625,43270.0,yahoo_10_years,1899.392822265625
2021-04-26,1903.2388916015625,1980.9493408203125,7.324021816253662,8.824400901794434,160184.0,yahoo_10_years,8.824400901794434
2021-04-27,8.851539611816406,2517.28076171875,8.778463363647461,56.65061950683594,283620.0,yahoo_10_years,56.65061950683594
2021-04-28,56.35433578491211,2331.066162109375,19.71603202819824,2234.33056640625,86816.0,yahoo_10_years,2234.33056640625
2021-04-29,2234.407958984375,5470.0625,2219.416259765625,4367.68017578125,1571948.0,yahoo_10_years,4367.68017578125
