date,open,high,low,close,volume,source,price
2023-12-01,2095.12109375,2109.709716796875,2075.066162109375,2088.164306640625,29333.0,yahoo_10_years,2088.164306640625
2023-12-02,2088.097412109375,2180.55810546875,2087.88037109375,2166.595947265625,10995.0,yahoo_10_years,2166.595947265625
2023-12-03,2166.75146484375,2212.681396484375,2094.37841796875,2192.8701171875,24510.0,yahoo_10_years,2192.8701171875
2023-12-04,2194.5849609375,2272.9931640625,2194.5849609375,2243.910400390625,22319.0,yahoo_10_years,2243.910400390625
2023-12-05,2244.18017578125,2304.37255859375,2192.875732421875,2297.42041015625,16598.0,yahoo_10_years,2297.42041015625
2023-12-06,2296.814697265625,2312.0537109375,2239.072265625,2239.072265625,0.0,yahoo_10_years,2239.072265625
2023-12-07,2239.072265625,2239.072265625,2239.072265625,2239.072265625,0.0,yahoo_10_years,2239.072265625
2023-12-08,2239.072265625,2391.34716796875,2239.072265625,2363.395751953125,741079.0,yahoo_10_years,2363.395751953125
2023-12-09,2363.346435546875,2402.5625,2339.6064453125,2344.8984375,687835.0,yahoo_10_years,2344.8984375
2023-12-10,2344.929931640625,2375.540283203125,2332.0810546875,2358.532958984375,113942.0,yahoo_10_years,2358.532958984375
2023-12-11,2358.645263671875,2360.162109375,2173.45703125,2222.88232421875,327195.0,yahoo_10_years,2222.88232421875
2023-12-12,2222.680419921875,2241.583740234375,2176.44287109375,2206.575927734375,378797.0,yahoo_10_years,2206.575927734375
2023-12-13,2206.3916015625,2284.423095703125,2158.77978515625,2266.275634765625,611047.0,yahoo_10_years,2266.275634765625
2023-12-14,2266.18701171875,2329.2607421875,2255.078369140625,2322.466796875,496896.0,yahoo_10_years,2322.466796875
2023-12-15,2322.791259765625,2323.134521484375,2226.51904296875,2228.3740234375,231976.0,yahoo_10_years,2228.3740234375
2023-12-16,2228.191650390625,2262.00341796875,2225.44921875,2238.632080078125,64127.0,yahoo_10_years,2238.632080078125
2023-12-17,2239.272216796875,2246.823486328125,2206.977783203125,2208.0947265625,107966.0,yahoo_10_years,2208.0947265625
2023-12-18,2208.451416015625,2222.02294921875,2136.190673828125,2220.098876953125,360820.0,yahoo_10_years,2220.098876953125
2023-12-19,2219.611083984375,2255.229248046875,2151.27001953125,2177.79931640625,286938.0,yahoo_10_years,2177.79931640625
2023-12-20,2177.7646484375,2271.01318359375,2173.077880859375,2204.689453125,2736026.0,yahoo_10_years,2204.689453125
2023-12-21,2206.3349609375,2281.194580078125,2193.921630859375,2251.884765625,267570.0,yahoo_10_years,2251.884765625
2023-12-22,2252.05078125,2342.961669921875,2248.96728515625,2329.037109375,563225.0,yahoo_10_years,2329.037109375
2023-12-23,2328.947509765625,2336.85107421875,2284.097900390625,2319.8017578125,1316378.0,yahoo_10_years,2319.8017578125
2023-12-24,2319.36669921875,2332.953857421875,2261.7392578125,2275.75048828125,2567231.0,yahoo_10_years,2275.75048828125
2023-12-25,2274.989990234375,2307.61376953125,2265.763427734375,2283.9462890625,553429.0,yahoo_10_years,2283.9462890625
2023-12-26,2284.2607421875,2284.2607421875,2205.23095703125,2236.071044921875,224215.0,yahoo_10_years,2236.071044921875
2023-12-27,2236.209716796875,2394.099609375,2226.857666015625,2388.45458984375,311087.0,yahoo_10_years,2388.45458984375
2023-12-28,2387.60107421875,2450.04052734375,2352.91259765625,2357.488525390625,446731.0,yahoo_10_years,2357.488525390625
2023-12-29,2357.783447265625,2389.44482421875,2280.824951171875,2302.818115234375,400313.0,yahoo_10_years,2302.818115234375
