date,open,high,low,close,volume,source,price
2024-09-16,29.23284912109375,29.441844940185547,27.778732299804688,28.62704086303711,62235.0,yahoo_10_years,28.62704086303711
2024-09-17,28.62704086303711,29.63568687438965,28.38047218322754,29.180437088012695,60319.0,yahoo_10_years,29.180437088012695
2024-09-18,29.180437088012695,29.850582122802734,28.86901092529297,29.782163619995117,49565.0,yahoo_10_years,29.782163619995117
2024-09-19,29.782163619995117,30.40616226196289,29.49665641784668,30.126758575439453,51129.0,yahoo_10_years,30.126758575439453
2024-09-20,30.126758575439453,30.849760055541992,29.45627784729004,29.77864646911621,32567.0,yahoo_10_years,29.77864646911621
2024-09-21,29.77864646911621,31.230497360229492,29.488826751708984,30.95683479309082,25934.0,yahoo_10_years,30.95683479309082
2024-09-22,30.95683479309082,31.171751022338867,29.67359161376953,29.895692825317383,22047.0,yahoo_10_years,29.895692825317383
2024-09-23,29.895692825317383,30.14101219177246,28.482744216918945,29.227222442626953,28239.0,yahoo_10_years,29.227222442626953
2024-09-24,29.227222442626953,30.040050506591797,27.0053653717041,27.674835205078125,34315.0,yahoo_10_years,27.674835205078125
2024-09-25,27.674835205078125,30.103843688964844,26.92611312866211,29.835302352905273,39576.0,yahoo_10_years,29.835302352905273
2024-09-26,29.835302352905273,30.234872817993164,29.308208465576172,29.85554313659668,38460.0,yahoo_10_years,29.85554313659668
2024-09-27,29.85554313659668,29.85554313659668,28.38497543334961,29.32138442993164,31780.0,yahoo_10_years,29.32138442993164
2024-09-28,29.32138442993164,29.583236694335938,26.954423904418945,26.99860954284668,30657.0,yahoo_10_years,26.99860954284668
2024-09-29,26.99860954284668,28.183019638061523,24.93209648132324,25.88530921936035,28013.0,yahoo_10_years,25.88530921936035
2024-09-30,25.88530921936035,29.386194229125977,25.539331436157227,28.462255477905273,26468.0,yahoo_10_years,28.462255477905273
2024-10-01,28.462255477905273,28.918533325195312,24.52798843383789,24.99328994750977,47462.0,yahoo_10_years,24.99328994750977
2024-10-02,24.99328994750977,25.340805053710938,24.611270904541016,24.80340576171875,38976.0,yahoo_10_years,24.80340576171875
2024-10-03,24.80340576171875,24.956314086914062,22.99101448059082,23.576026916503903,65105.0,yahoo_10_years,23.576026916503903
2024-10-04,23.576026916503903,24.53644561767578,23.46002197265625,24.287771224975582,53647.0,yahoo_10_years,24.287771224975582
2024-10-05,24.287771224975582,24.656421661376953,23.82027053833008,23.91847038269043,15968.0,yahoo_10_years,23.91847038269043
2024-10-06,23.91847038269043,24.943782806396484,23.880203247070312,24.831438064575195,30178.0,yahoo_10_years,24.831438064575195
