date,open,high,low,close,volume,source,price
2022-04-17,1.0120849609375,1.0174050331115725,0.9981039762496948,1.00286602973938,842461.0,yahoo_10_years,1.00286602973938
2022-04-18,1.00286602973938,1.019922971725464,0.9729859828948976,1.0099539756774902,858225.0,yahoo_10_years,1.0099539756774902
2022-04-19,1.0099539756774902,1.0681949853897097,0.9994000196456908,1.0082590579986572,845983.0,yahoo_10_years,1.0082590579986572
2022-04-20,1.0082590579986572,1.0211119651794434,0.9994909763336182,1.004544019699097,472179.0,yahoo_10_years,1.004544019699097
2022-04-21,1.0110739469528198,1.0534050464630127,0.9967650175094604,1.0032310485839844,351440.0,yahoo_10_years,1.0032310485839844
2022-04-22,1.0032320022583008,1.0191179513931274,0.993332028388977,1.0040550231933594,368779.0,yahoo_10_years,1.0040550231933594
2022-04-23,1.0040520429611206,1.0147550106048584,0.989952027797699,0.9987210035324096,260379.0,yahoo_10_years,0.9987210035324096
2022-04-24,0.998714029788971,1.0145989656448364,0.9936710000038148,1.0049190521240234,160316.0,yahoo_10_years,1.0049190521240234
2022-04-25,1.0049190521240234,1.017778992652893,0.9785280227661132,0.9934390187263488,259291.0,yahoo_10_years,0.9934390187263488
2022-04-26,0.9934390187263488,1.021659016609192,0.989109992980957,1.0120279788970947,182959.0,yahoo_10_years,1.0120279788970947
2022-04-27,1.0120270252227783,1.019631028175354,0.9896780252456664,0.9969459772109984,165480.0,yahoo_10_years,0.9969459772109984
2022-04-28,0.9969459772109984,1.017560958862305,0.9901750087738036,0.9989659786224364,282923.0,yahoo_10_years,0.9989659786224364
2022-04-29,0.9989680051803588,1.016137957572937,0.9908649921417236,0.998324990272522,166076.0,yahoo_10_years,0.998324990272522
2022-04-30,0.9983239769935608,1.015491962432861,0.9877169728279114,1.0075689554214478,229048.0,yahoo_10_years,1.0075689554214478
2022-05-01,1.0075689554214478,1.0168880224227903,0.9824410080909728,0.9987450242042542,205163.0,yahoo_10_years,0.9987450242042542
2022-05-02,0.9987450242042542,1.0150749683380127,0.981590986251831,0.9986109733581544,93466.0,yahoo_10_years,0.9986109733581544
2022-05-03,0.9986109733581544,1.0145750045776367,0.983106017112732,1.0047049522399902,41423.0,yahoo_10_years,1.0047049522399902
2022-05-04,1.0047019720077517,1.0161620378494265,0.9815449714660645,1.0002440214157104,90238.0,yahoo_10_years,1.0002440214157104
2022-05-05,1.0002440214157104,1.02183198928833,0.9739850163459778,1.004384994506836,106471.0,yahoo_10_years,1.004384994506836
2022-05-06,1.0043829679489136,1.0196199417114258,0.9782009720802308,1.0025030374526978,89622.0,yahoo_10_years,1.0025030374526978
2022-05-07,1.0025049448013306,1.012387990951538,0.982894003391266,1.0003279447555542,79846.0,yahoo_10_years,1.0003279447555542
2022-05-08,1.0003269910812378,1.0106569528579712,0.9843000173568726,0.9928730130195618,99346.0,yahoo_10_years,0.9928730130195618
2022-05-09,0.9928730130195618,1.0155140161514282,0.9757850170135498,0.9904119968414308,168431.0,yahoo_10_years,0.9904119968414308
2022-05-10,0.9904119968414308,1.0171799659729004,0.9781200289726256,1.0036660432815552,233478.0,yahoo_10_years,1.0036660432815552
2022-05-11,1.0036660432815552,1.016226053237915,0.9742119908332824,0.9882969856262208,781730.0,yahoo_10_years,0.9882969856262208
2022-05-12,0.9883000254631042,1.024129033088684,0.982990026473999,0.9887130260467528,375143.0,yahoo_10_years,0.9887130260467528
2022-05-13,0.9887120127677916,1.011823058128357,0.9838280081748962,0.9936169981956482,102543.0,yahoo_10_years,0.9936169981956482
2022-05-14,0.9936410188674928,1.0017889738082886,0.9897689819335938,0.9984229803085328,50989.0,yahoo_10_years,0.9984229803085328
2022-05-15,0.9984170198440552,1.008905053138733,0.9868620038032532,1.0021569728851318,41978.0,yahoo_10_years,1.0021569728851318
2022-05-16,1.0021569728851318,1.0091910362243652,0.9880260229110718,0.9948049783706664,47619.0,yahoo_10_years,0.9948049783706664
2022-05-17,0.9948049783706664,1.010004997253418,0.9893360137939452,1.001404047012329,30227.0,yahoo_10_years,1.001404047012329
2022-05-18,1.001404047012329,1.0089969635009766,0.9871190190315248,0.9930739998817444,37181.0,yahoo_10_years,0.9930739998817444
2022-05-19,0.9929850101470948,1.0077790021896362,0.9794819951057434,0.9854649901390076,34921.0,yahoo_10_years,0.9854649901390076
2022-05-20,0.9854649901390076,1.0010470151901243,0.97563898563385,0.9863759875297546,68089.0,yahoo_10_years,0.9863759875297546
2022-05-21,0.9863770008087158,1.0004609823226929,0.9812570214271544,0.9895750284194946,19843.0,yahoo_10_years,0.9895750284194946
2022-05-22,0.9895750284194946,1.0013229846954346,0.9796770215034484,0.982160985469818,17083.0,yahoo_10_years,0.982160985469818
2022-05-23,0.982160985469818,1.0054470300674438,0.9790760278701782,0.9929730296134948,33906.0,yahoo_10_years,0.9929730296134948
2022-05-24,0.9929730296134948,1.0024160146713257,0.9801939725875854,0.988985002040863,10967.0,yahoo_10_years,0.988985002040863
2022-05-25,0.988983988761902,1.0034220218658447,0.9782310128211976,0.9847099781036376,20007.0,yahoo_10_years,0.9847099781036376
2022-05-26,0.9847099781036376,1.0027040243148804,0.9774479866027832,0.9852970242500304,15480.0,yahoo_10_years,0.9852970242500304
2022-05-27,0.9852219820022584,1.002987027168274,0.9795989990234376,0.9909780025482178,29518.0,yahoo_10_years,0.9909780025482178
2022-05-28,0.9920679926872252,0.9931349754333496,0.990032970905304,0.99140602350235,28148.0,yahoo_10_years,0.99140602350235
